|DIGNIDAD_CODIGO|DIGNIDAD_NOMBRE|PROVINCIA_CODIGO|PROVINCIA_NOMBRE|CANTON_CODIGO|CANTON_NOMBRE|CIRCUNSCRIPCION_CODIGO|CICUNSCRIPCION_NOMBRE|CIRCUNSCRIPCION|PARROQUIA_CODIGO|PARROQUIA_NOMBRE|JUNTA_SEXO|CANDIDATO_CODIGO|SUFRAGANTES|BLANCOS|NULOS|VOTOS|CANDIDATO_NOMBRE|OP_CODIGO
0|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5075.0|BELLAVISTA|F|14982.0|7328.0|337.0|843.0|1342.0|MARIA CECILIA ALVARADO CARRION|677.0
1|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5075.0|BELLAVISTA|M|14982.0|6381.0|216.0|713.0|973.0|MARIA CECILIA ALVARADO CARRION|677.0
2|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5080.0|CAÑARIBAMBA|F|14982.0|4163.0|206.0|457.0|844.0|MARIA CECILIA ALVARADO CARRION|677.0
3|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5080.0|CAÑARIBAMBA|M|14982.0|3756.0|107.0|414.0|622.0|MARIA CECILIA ALVARADO CARRION|677.0
4|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5135.0|EL BATAN|F|14982.0|5676.0|295.0|591.0|962.0|MARIA CECILIA ALVARADO CARRION|677.0
5|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5135.0|EL BATAN|M|14982.0|5190.0|239.0|545.0|675.0|MARIA CECILIA ALVARADO CARRION|677.0
6|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5140.0|MACHANGARA|F|14982.0|4166.0|277.0|460.0|746.0|MARIA CECILIA ALVARADO CARRION|677.0
7|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5140.0|MACHANGARA|M|14982.0|3743.0|181.0|406.0|526.0|MARIA CECILIA ALVARADO CARRION|677.0
8|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5290.0|MONAY|F|14982.0|5770.0|274.0|598.0|1204.0|MARIA CECILIA ALVARADO CARRION|677.0
9|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5290.0|MONAY|M|14982.0|4963.0|199.0|476.0|848.0|MARIA CECILIA ALVARADO CARRION|677.0
10|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5330.0|EL VECINO|F|14982.0|17308.0|1146.0|2014.0|2661.0|MARIA CECILIA ALVARADO CARRION|677.0
11|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5330.0|EL VECINO|M|14982.0|15841.0|916.0|1767.0|2115.0|MARIA CECILIA ALVARADO CARRION|677.0
12|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5360.0|TOTORACOCHA|F|14982.0|9671.0|490.0|1187.0|1800.0|MARIA CECILIA ALVARADO CARRION|677.0
13|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5360.0|TOTORACOCHA|M|14982.0|8319.0|353.0|914.0|1240.0|MARIA CECILIA ALVARADO CARRION|677.0
14|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5370.0|YANUNCAY|F|14982.0|10797.0|619.0|1122.0|1898.0|MARIA CECILIA ALVARADO CARRION|677.0
15|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5370.0|YANUNCAY|M|14982.0|9084.0|434.0|811.0|1254.0|MARIA CECILIA ALVARADO CARRION|677.0
16|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5450.0|HUAYNACAPAC|F|14982.0|7450.0|360.0|801.0|1571.0|MARIA CECILIA ALVARADO CARRION|677.0
17|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5450.0|HUAYNACAPAC|M|14982.0|6381.0|244.0|646.0|1099.0|MARIA CECILIA ALVARADO CARRION|677.0
18|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5875.0|RAMIREZ DAVALOS|F|14982.0|5283.0|271.0|580.0|953.0|MARIA CECILIA ALVARADO CARRION|677.0
19|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5875.0|RAMIREZ DAVALOS|M|14982.0|4149.0|159.0|445.0|621.0|MARIA CECILIA ALVARADO CARRION|677.0
20|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5905.0|SAGRARIO|F|14982.0|9097.0|462.0|962.0|1718.0|MARIA CECILIA ALVARADO CARRION|677.0
21|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5905.0|SAGRARIO|M|14982.0|8507.0|371.0|900.0|1253.0|MARIA CECILIA ALVARADO CARRION|677.0
22|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5930.0|SAN BLAS|F|14982.0|9254.0|467.0|1113.0|1693.0|MARIA CECILIA ALVARADO CARRION|677.0
23|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||5930.0|SAN BLAS|M|14982.0|7920.0|375.0|945.0|1232.0|MARIA CECILIA ALVARADO CARRION|677.0
24|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||6010.0|SAN SEBASTIAN|F|14982.0|14050.0|980.0|1640.0|2385.0|MARIA CECILIA ALVARADO CARRION|677.0
25|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||6010.0|SAN SEBASTIAN|M|14982.0|12776.0|706.0|1400.0|1830.0|MARIA CECILIA ALVARADO CARRION|677.0
26|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||6090.0|SUCRE|F|14982.0|9450.0|528.0|969.0|1729.0|MARIA CECILIA ALVARADO CARRION|677.0
27|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||6090.0|SUCRE|M|14982.0|8456.0|392.0|829.0|1281.0|MARIA CECILIA ALVARADO CARRION|677.0
28|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||6865.0|HERMANO MIGUEL|F|14982.0|4106.0|340.0|527.0|577.0|MARIA CECILIA ALVARADO CARRION|677.0
29|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0||6865.0|HERMANO MIGUEL|M|14982.0|3595.0|230.0|443.0|393.0|MARIA CECILIA ALVARADO CARRION|677.0
30|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|285.0|BAÑOS|F|14982.0|9736.0|1001.0|1097.0|1137.0|MARIA CECILIA ALVARADO CARRION|677.0
31|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|285.0|BAÑOS|M|14982.0|8445.0|655.0|827.0|916.0|MARIA CECILIA ALVARADO CARRION|677.0
32|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|730.0|CUMBE|F|14982.0|2592.0|402.0|299.0|97.0|MARIA CECILIA ALVARADO CARRION|677.0
33|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|730.0|CUMBE|M|14982.0|1972.0|202.0|216.0|76.0|MARIA CECILIA ALVARADO CARRION|677.0
34|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|845.0|CHAUCHA / ANGAS|F|14982.0|504.0|184.0|48.0|95.0|MARIA CECILIA ALVARADO CARRION|677.0
35|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|845.0|CHAUCHA / ANGAS|M|14982.0|523.0|176.0|77.0|76.0|MARIA CECILIA ALVARADO CARRION|677.0
36|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|860.0|CHECA JIDCAY|F|14982.0|1088.0|166.0|118.0|80.0|MARIA CECILIA ALVARADO CARRION|677.0
37|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|860.0|CHECA JIDCAY|M|14982.0|867.0|101.0|100.0|40.0|MARIA CECILIA ALVARADO CARRION|677.0
38|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|905.0|CHIQUINTAD|F|14982.0|1749.0|224.0|208.0|158.0|MARIA CECILIA ALVARADO CARRION|677.0
39|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|905.0|CHIQUINTAD|M|14982.0|1418.0|142.0|168.0|89.0|MARIA CECILIA ALVARADO CARRION|677.0
40|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|2255.0|LLACAO|F|14982.0|1695.0|225.0|208.0|258.0|MARIA CECILIA ALVARADO CARRION|677.0
41|2.0|PREFECTO Y VICEPREFECTO|1.0|AZUAY|260.0|CUENCA|0.0|0.0|CIRCUNSCRIPCION RURAL|2255.0|LLACAO|M|14982.0|1482.0|176.0|163.0|167.0|MARIA CECILIA ALVARADO CARRION|677.0
